;;"SIGLA";"vnum";"repertorio_n";"rubrica_1";"incipit_ms";"inizio";"fine"
"";"Scheda";"p_°G_0052";"0052";"BEdT 167,022";"idem";"Fort chausa oiaz etot lomaior / dan";"029 vA";"030 rA"
"";"Scheda";"p_°G_0053";"0053";"BEdT 167,043";"idem.";"Non alegra chan ni criç";"030 rA";"030 vA"
"";"Scheda";"p_°G_0054";"0054";"BEdT 167,059";"ide(m)";"Tant ai sofert lo(n)niam(en) greu a / fan";"030 vA";"031 rA"
"";"Scheda";"p_°G_0054a";" ";"BEdT 461,067";"-";"Celui q(ue) no tem u(er)gogna<.>";"031 rA";"031 rB"
"";"Scheda";"p_°G_0055";"0055";"BEdT 030,003";"Arnaut de mi/roill.";"Aissi co(m) cel cama enones amaz";"031 rB";"031 vA"
"";"Scheda";"p_°G_0056";"0056";"BEdT 030,001";"idem.";"A grant honor uiu cui iois/escobiz";"031 vA";"032 rA"
"";"Scheda";"p_°G_0057";"0057";"BEdT 030,015";"ide(m).";"Lafranca captenenza";"032 rA";"032 vA"
"";"Scheda";"p_°G_0058";"0058";"BEdT 030,021";"Idem.";"Ses ioi no(n) es ualors<.>";"032 vA";"033 rA"
"";"Scheda";"p_°G_0059";"0059";"BEdT 030,019";"ide(m)";"Molt era(n) dolz mei (con)ssir";"033 rA";"033 vA"
"";"Scheda";"p_°G_0060";"0060";"BEdT 030,022";"idem.";"Si conlipeis an enlaiga lor ui / da";"033 vA";"034 rA"
"";"Scheda";"p_°G_0061";"0061";"BEdT 030,023";"ide(m).";"Sim destregneç do(n)na uos et a / mors";"034 rA";"034 vA"
"";"Scheda";"p_°G_0062";"0062";"BEdT 240,004";"Girard lo ros.";"Era sabrai sa ges decortesia";"034 vA";"035 rA"
"";"Scheda";"p_°G_0063";"0063";"BEdT 010,052";"-";"Toz hom caizo blasma qe deu / lauza(r)";"035 rA";"035 vA"
"";"Scheda";"p_°G_0064";"0064";"BEdT 010,027";"ide(m).";"Ingreu pantais mete(n)guz / lo(n)gam(en)";"035 vA";"036 rA"
"";"Scheda";"p_°G_0065";"0065";"BEdT 010,014";"ide";"Car fui dedura coindauza";"036 rA";"036 vA"
"";"Scheda";"p_°G_0066";"0066";"BEdT 010,015";"idem";"Cel qi sirais niguerea bamor";"036 vA";"037 rA"
"";"Scheda";"p_°G_0067";"0067";"BEdT 010,041";"ide(m)";"Persolaz daltrui chan soue(n)";"037 rA";"037 rB"
"";"Scheda";"p_°G_0068";"0068";"BEdT 010,025";"idem.";"Enamor trob alqes enqem re / frai(n)g";"037 rB";"037 vB"
"";"Scheda";"p_°G_0069";"0069";"BEdT 010,050";"idem.";"Aissi co(n) larbres qi p(er)sobre car / gar";"037 vB";"038 rB"
"";"Scheda";"p_°G_0070";"0070";"BEdT 010,012";"ide(m)";"Atressim p(re)n com fai aliugador";"038 rB";"038 vB"
"";"Scheda";"p_°G_0071";"0071";"BEdT 010,007";"ide(m)";"Amors auos metessam clam / deuos";"038 vB";"039 rB"
"";"Scheda";"p_°G_0072";"0072";"BEdT 010,040";"idem.";"Per raison natural";"039 rB";"039 vB"
"";"Scheda";"p_°G_0073";"0073";"BEdT 010,008";"ide(m)";"Anc mais deiois ni dechan";"039 vB";"040 vA"
"";"Scheda";"p_°G_0074";"0074";"BEdT 364,011";"pere/uidal.";"Ben pauc diuern ed(e)stiu";"040 vA";"041 rA"
"";"Scheda";"p_°G_0075";"0075";"BEdT 364,040";"ide(m)";"qant hom honraz torna engra(n)/paprera";"041 rA";"041vA"
"";"Scheda";"p_°G_0076";"0076";"BEdT 364,004";"idem.";"Anc no mori p(er) amor ni per/al";"041 vA";"042 rB"
"";"Scheda";"p_°G_0077";"0077";"BEdT 364,039";"idem.";"Cant hom es in altrui poder";"042 rB";"042 vB"
"";"Scheda";"p_°G_0078";"0078";"BEdT 364,037";"idem.";"Pois tornaz sui en(pro)enza<.>";"042 vB";"043 rB"
"";"Scheda";"p_°G_0079";"0079";"BEdT 366,013";"Peirol.";"Dun bon uers d(e)i pe(n)sar. (con)lo fe/zes";"043 rB";"043 vB"
"";"Scheda";"p_°G_0080";"0080";"BEdT 366,014";"ide(m).";"Dun sonet uau pe(n)san";"043 vB";"044 rB"
"";"Scheda";"p_°G_0081";"0081";"BEdT 366,011";"idem.";"Deissa larazon qeu soill";"044 rB";"044 vA"
"";"Scheda";"p_°G_0082";"0082";"BEdT 366,027a";"idem.";"Pois qen tremis mesui defar/cha(n)zon";"044 vA";"045 rA"
"";"Scheda";"p_°G_0083";"0083";"BEdT 366,021";"idem.";"Molt me(n)tremis de chantar./uolu(n)ters<.>";"045 rA";"045 vA"
"";"Scheda";"p_°G_0084";"0084";"BEdT 366,009";"idem.";"Coras qem fezes doler";"045 vA";"046 rA"
"";"Scheda";"p_°G_0085";"0085";"BEdT 366,026";"idem.";"Perdan qe damor mauegna<.>";"046 rA";"046 vA"
"";"Scheda";"p_°G_0086";"0086";"BEdT 366,006";"idem.";"Caniat ma mo(n) co(n)ssirer";"046 vA";"047 rA"
"";"Scheda";"p_°G_0087";"0087";"BEdT 366,018";"idem.";"Lag(ra)nt alegra(n)za<.>";"047 rA";"047 vA"
"";"Scheda";"p_°G_0088";"0088";"BEdT 366,033";"idem.";"Tot mon engieng emo saber<.>";"047 vA";"048 rA"
"";"Scheda";"p_°G_0089";"0089";"BEdT 366,015";"idem.";"Ab ioi qim demora";"048 rA";"048 vA"
"";"Scheda";"p_°G_0090";"0090";"BEdT 366,003";"ide(m)";"Ben dei chantar pos amor mo/ensegna";"048 vA";"048 vB"
"";"Scheda";"p_°G_0091";"0091";"BEdT 366,029";"ide(m).";"Qan amors trobet partit";"048 vB";"049 vA"
"";"Scheda";"p_°G_0092";"0092";"BEdT 366,012";"idem.";"Del seu tort farai esmenda";"049 vA";"049 vB"
"";"Scheda";"p_°G_0093";"0093";"BEdT 366,022";"idem.";"Nulz hom nosaucit ta(n) gen";"049 vB";"050 rB"
"";"Scheda";"p_°G_0094";"0094";"BEdT 366,031";"idem.";"Si be(n) sui loi(n)g (et) entre ge(n) estrag(na)";"050 rB";"050 vB"
"";"Scheda";"p_°G_0095";"0095";"BEdT 355,006";"Peire/raimo(n)/ d telosa.";"Defin amor son tot mei pessam(en)";"050 vB";"051 rB"
"";"Scheda";"p_°G_0096";"0096";"BEdT 355,015";"idem.";"Seu fos aue(n)turaz";"051 rB";"051 vB"
"";"Scheda";"p_°G_0097";"0097";"BEdT 355,001";"idem.";"Ab son gai plan ecar";"051 vB";"052 rA"
"";"Scheda";"p_°G_0098";"0098";"BEdT 355,005";"ide(m).";"Atressi co(n) lachandella";"052 rB";"052 vB"
"";"Scheda";"p_°G_0099";"0099";"BEdT 355,016";"ide(m).";"Sicu(n) celui qa s(er)uit son seignor";"052 vB";"053 rB"
"";"Scheda";"p_°G_0100";"0100";"BEdT 392,017";"Rambaud/d(e)uaqe/ras.";"Setut mado(n)na (et) amors";"053 rB";"053 vB"
"";"Scheda";"p_°G_0101";"0101";"BEdT 392,028";"idem.";"Sauis efols humilis (et) orgoillos";"053 vB";"054 rB"
"";"Scheda";"p_°G_0102";"0102";"BEdT 392,020";"idem";"Jano cuidei ueze(r)";"054 rB";"055 rB"
"";"Scheda";"p_°G_0103";"0103";"BEdT 392,018";"idem.";"Guerra niplaich no(n) son bo(n)";"055 rB";"055 vB"
"";"Scheda";"p_°G_0104";"0104";"BEdT 392,023";"idem.";"Leu pot hom gauz eprez au(er)";"055 vB";"056 vA"
"";"Scheda";"p_°G_0105";"0105";"BEdT 392,013";"Idem.";"Eissam(en) ai guereiat ab amor<.>";"056 vA";"057 rA"
"";"Scheda";"p_°G_0106";"0106";"BEdT 281,003";"ide(m).";"Dun saluz mi uoill e(n)tremetere";"057 rA";"057 vA"
"";"Scheda";"p_°G_0107";"0107";"BEdT 389,038a";"ide(m)";"Sidetrobar agues meillor ra/zon";"057 vA";"058 rA"
"";"Scheda";"p_°G_0108";"0108";"BEdT 194,019";"en gui duissel";"Se bempartez mala do(n)na de/uos";"058 rA";"058 vA"
"";"Scheda";"p_°G_0109";"0109";"BEdT 194,008";"ide(m)";"Ges d(e)cha(n)tar n(o) fail cor ni razos";"058 vA";"059 rA"
"";"Scheda";"p_°G_0110";"0110";"BEdT 194,003";"ide(m)";"Ben feira cha(n)zos pl(us) soue(n)";"059 rA";"059 vB"
"";"Scheda";"p_°G_0111";"0111";"BEdT 194,006";"idem.";"Enta(n)ta guisa(m) mena amors";"059 vB";"060 rB"
"";"Scheda";"p_°G_0112";"0112";"BEdT 194,007";"ide(m).";"Estat aurai decha(n)tar";"060 rB";"060 vA"
"";"Scheda";"p_°G_0113";"0113";"BEdT 421,001";"Richart d(e) b(er)bezil.";"Atressi co(n) loleos<.>";"060 vB";"061 rA"
"";"Scheda";"p_°G_0114";"0114";"BEdT 421,003";"idem";"Atressi com p(er)ceuaus";"061 rA";"061 vA"
"";"Scheda";"p_°G_0115";"0115";"BEdT 421,010";"ide(m)";"Tut demado(n) qes d(e)ue(n)gut amors<.>";"061 vA";"062 rA"
"";"Scheda";"p_°G_0116";"0116";"BEdT 421,005";"idem.";"Ben uoliria saber damor";"062 rA";"062 vA"
"";"Scheda";"p_°G_0117";"0117";"BEdT 421,006";"ide(m).";"Lenous mes dabril com(en)za";"062 vA";"063 rA"
"";"Scheda";"p_°G_0118";"0118";"BEdT 421,002";"ide(m)";"Atressi (con)lolifanz";"063 rA";"063 vB"
"";"Scheda";"p_°G_0119";"0119";"BEdT 370,003";"P(er)digon.";"Ben aiol mal eill afanz eill/cossir";"063 vB";"064 rB"
"";"Scheda";"p_°G_0120";"0120";"BEdT 370,009";"ide(m).";"Los mals damors ai eu be(n) toz ap(re)s<.>";"064 rB";"064 vB"
"";"Scheda";"p_°G_0121";"0121";"BEdT 370,014";"ide(m).";"Trop ai estat qe(n) bo(n) esp(er) noui";"064 vB";"065 rB"
"";"Scheda";"p_°G_0122";"0122";"BEdT 370,013";"ide(m).";"Tut tems miten amo(r)s detal/faichon";"065 rB";"065 vB"
"";"Scheda";"p_°G_0123";"0123";"BEdT 450,004";"Nuc bru/ne(n)g de/Rodes.";"Cortesame(n) mou amo(n) cor mes/cla(n)za";"065 vB";"066 rB"
"";"Scheda";"p_°G_0124";"0124";"BEdT 450,007";"Idem.";"Pos lodreiz te(n)ps ue(n) gaban/erize(n)";"066 rB";"066 vB"
"";"Scheda";"p_°G_0125";"0125";"BEdT 450,002";"ide(m)";"Aram nafro(n) lisospir";"067 rA";"067 rB"
"";"Scheda";"p_°G_0126";"0126";"BEdT 406,013";"Raimund d(e)miraual.";"Ben magradal bel tems d(e)stiu";"067 vA";"068 rA"
"";"Scheda";"p_°G_0127";"0127";"BEdT 406,002";"ide(m)";"Aissi co(n) es genzer pascors";"068 rA";"068 vA"
"";"Scheda";"p_°G_0128";"0128";"BEdT 406,020";"Idem.";"Sill qi no uol auzir cha(n)zos";"068 vA";"069 rA"
"";"Scheda";"p_°G_0129";"0129";"BEdT 406,007";"Idem.";"Apenas sai don maprei(n)g";"069 rA";"069 vA"
"";"Scheda";"p_°G_0130@";"0130@";"BEdT 242,060";"Gerard d(e) bruneil.";"Qant lofreiz elglaz elaneus<.>";"069 vA";"070 rB"
"";"Scheda";"p_°G_0131@";"0131@";"BEdT 242,012";"Idem.";"Aqest termini clars egenz";"070 rB";"070 vB"
"";"Scheda";"p_°G_0132";"0132";"BEdT 242,069";"Ide(m).";"Sius qer (con)seil bella miga ala ma(n)da";"070 vB";"071 vA"
"";"Scheda";"p_°G_0133";"0133";"BEdT 242,080";"idem";"Unsonet faz maluaz ebon";"071 vA";"072 rA"
"";"Scheda";"p_°G_0134";"0134";"BEdT 242,051";"ide(m)";"Nom puosc sofrir caladolor";"072 rA";"072 vA"
"";"Scheda";"p_°G_0135";"0135";"BEdT 242,036";"ide(m)";"Mes aissi deltot no(n) lais";"072 vA";"073 rB"
"";"Scheda";"p_°G_0136";"0136";"BEdT 029,014";"Narnard/daniel.";"Loferm uoler qinz elcor min/tra";"073 rB";"073 vB"
"";"Scheda";"p_°G_0137";"0137";"BEdT 029,006";"Idem.";"Chanzo(n) dol moz son plan/eprim";"073 vB";"074 rA"
"";"Scheda";"p_°G_0138";"0138";"BEdT 029,004";"idem.";"Ar uei u(er)meilz uerz blaus bla(n)cs/grox";"074 rA";"074 vA"
"";"Scheda";"p_°G_0139";"0139";"BEdT 029,002";"jdem.";"Anceu no lac mas ela ma";"074 vA";"075 rA"
"";"Scheda";"p_°G_0140";"0140";"BEdT 234,016";"Guielm d(e) sandisler.";"Pos ta(n) mes forcha amors";"075 rA";"075 vB"
"";"Scheda";"p_°G_0141";"0141";"BEdT 234,007";"idem.";"Donna eu uos sui message(r)s";"075 vB";"076 rB"
"";"Scheda";"p_°G_0142";"0142";"BEdT 234,006";"idem.";"Conpagno(n) ab iois mou mo(n)/chan";"076 rB";"076 vB"
"";"Scheda";"p_°G_0143";"0143";"BEdT 202,001";"Guielm Azemar.";"Ben for omais sazos elocs";"076 vB";"077 rB"
"";"Scheda";"p_°G_0144";"0144";"BEdT 202,004";"idem.";"Comenzam(en) comenzara";"077 vA 01";"077 vB"
"";"Scheda";"p_°G_0145";"0145";"BEdT 202,006";"idem.";"Altemps destiu qa(n) par la / flor elfuoill";"077 vB";"078 rB"
"";"Scheda";"p_°G_0146";"0146";"BEdT 210,016";"Guielm d(e) B(er)ga/da.";"Qan uei lote(n)ps camiar ere/freidir";"078 rB";"078 vB"
"";"Scheda";"p_°G_0147";"0147";"BEdT 375,016";"Enponz d(e) capdoill.";"Meillz co(n) nopot dir ni pes/sar";"078 vB";"079 rB"
"";"Scheda";"p_°G_0148";"0148";"BEdT 375,019";"Idem.";"Seu fi ni dis nuilla sazon";"079 rB";"079 vB"
"";"Scheda";"p_°G_0149";"0149";"BEdT 375,020";"Idem.";"Sicom celui qia p(ro)s ualledors";"079 vB";"080 rB"
"";"Scheda";"p_°G_0150";"0150";"BEdT 016,013";"Albertet.";"In amor trof ta(n) d(e)mal se/gnorage";"080 vA";"080 vB"
"";"Scheda";"p_°G_0151";"0151";"BEdT 016,001";"idem.";"Abioi com(en)z eu ma cha(n)zon";"080 vB";"081rB"
"";"Scheda";"p_°G_0152";"0152";"BEdT 016,006";"idem.";"Astretal uol faire d(e)mi ma/mia";"081 rB";"081 vB"
"";"Scheda";"p_°G_0153";"0153";"BEdT 016,009";"idem.";"Destreig damor ue(n)g d(e)na(n) / uos";"081 vB";"082 rB"
"";"Scheda";"p_°G_0154";"0154";"BEdT 016,012";"ide(m)";"Enamor ai ta(n) petit d(e)fia(n)/za";"082 rB";"082 vB"
"";"Scheda";"p_°G_0155";"0155";"BEdT 457,040";"Nuc d(e) sa(n)sir.";"Tres enemics edos mals segno(r)s / ai";"082 vB";"083 rB"
"";"Scheda";"p_°G_0156";"0156";"BEdT 457,016";"idem.";"Gen an saubut mei oill / uenzer mo(n)cor";"083 rB";"083 vB"
"";"Scheda";"p_°G_0157";"0157";"BEdT 457,026";"Idem";"Nuls hom no sap damic/tro lap(er)dit";"083 vB";"084 rB"
"";"Scheda";"p_°G_0158";"0158";"BEdT 457,003";"Idem.";"Anc enemics qeu agues";"084 rB";"085 rA"
"";"Scheda";"p_°G_0159";"0159";"BEdT 457,001";"idem.";"Aissi co(n) es comda egaia";"085 rA";"085 rB"
"";"Scheda";"p_°G_0160";"0160";"BEdT 133,014";"ide(m)";"Toz mos cors emos senz";"085 vA";"085 vB"
"";"Scheda";"p_°G_0161";"0161";"BEdT 133,001";"idem.";"Abril ni mai no(n) ate(n) d(e)far uers";"086 rA";"086 vA"
"";"Scheda";"p_°G_0162";"0162";"BEdT 133,006";"Nelias gairel.";"Molt mi plaz lodolz te(n)ps/dabril";"086 vA";"087 rA"
"";"Scheda";"p_°G_0163";"0163";"BEdT 133,002";"Idem.";"Era nouei puoi ni conba";"087 rA";"087 vA"
"";"Scheda";"p_°G_0164";"0164";"BEdT 133,008";"idem.";"Per ma(n)tenir ioi echa(n) eso/laz";"087 vA";"087 vB"
"";"Scheda";"p_°G_0165";"0165";"BEdT 124,006";"Daude d(e) prodas.";"Ben aia amors qar anc me fez/chausir";"088 rA";"088 rB"
"";"Scheda";"p_°G_0166";"0166";"BEdT 124,011";"Idem.";"Non cuigei mais ses (con)iat/far chanzo(n)";"088 rB";"088 vB"
"";"Scheda";"p_°G_0167";"0167";"BEdT 389,036";"Rambaud daurenga.";"Pos tal saber miuen ecreis<.>";"088 vB";"089 rB"
"";"Scheda";"p_°G_0168";"0168";"BEdT 356,007";"idem.";"Segner enra(n)baut p(er)uezer";"o89 rB";"089 vB"
"";"Scheda";"p_°G_0169";"0169";"BEdT 305,004";"Monge d(e) mo(n)taldo";"Aissi (con)cel qo(n) mena aiuzam(en)";"089 vB";"090 rB"
"";"Scheda";"p_°G_0170";"0170";"BEdT 305,001";"idem";"Aissi (con)cel qa estat ab sei/gnor";"090 rB";"090 vB"
"";"Scheda";"p_°G_0171";"0171";"BEdT 016,016";"-";"Gauselm faidiz eus dema(n)";"090 vB";"091 rB"
"";"Scheda";"p_°G_0172";"0172";"BEdT 432,002";"d(e) Saua/ric e d(e)gan/selm e da/migon/tenzos.";"Gauselm tres iocs enamoraz";"091 rB";"091 vB"
"";"Scheda";"p_°G_0173";"0173";"BEdT 167,047";"-";"Perdigons u(ost)re sen digaz";"091 vB";"092 rB"
"";"Scheda";"p_°G_0174";"0174";"BEdT 010,028";"-";"Gausels faidiz d(e)dos amics/corals";"092 rB";"092 vA"
"";"Scheda";"p_°G_0175";"0175";"BEdT 366,017";"-";"Gausels digaz mal u(ost)re se(n)<.>";"092 vA";"092 vB"
"";"Scheda";"p_°G_0176";"0176";"BEdT 366,010";"-";"Dalfin sabriaz me uos";"092 vB";"093 rA"
"";"Scheda";"p_°G_0177";"0177";"BEdT 366,030";"-";"Segner qal pe(n)riaz uos";"093 rA";"093 rB"
"";"Scheda";"p_°G_0178@";"0178@";"BEdT 119,006";"-";"Perdigons ses uasalage";"093 rB";"093 vB"
"";"Scheda";"p_°G_0179@";"0179@";"BEdT 097,007";"-";"Peire uidal pos far maue(n) te(n)zon<.>";"093 vB";"094 rA"
"";"Scheda";"p_°G_0180@";"0180";"BEdT 233,005";"-";"Segner enbla(n)caz d(e)dona p(ro)";"094 rA";"094 rB"
"";"Scheda";"p_°G_0181@";"0181@";"BEdT 097,004";"-";"En raubaut ses saber";"094 rB";"094 vA"
"";"Scheda";"p_°G_0182@";"0182@";"BEdT 392,015";"-";"Segner naesmar chau / sez d(e)tres baros";"094 vA";"095 rA"
"";"Scheda";"p_°G_0183";"0183";"BEdT 236,012";"d(e) sordel./e d(e)guiel.";"Un amics (et) una mia";"095 rA";"095 vA"
"";"Scheda";"p_°G_0184";"0184";"BEdT 142,003";"Nesp(er)dut/d(e) ponz.";"Segner ponz de mo(n) laur/p(er)uo(s)";"095 vA";"095 vA"
"";"Scheda";"p_°G_0185";"0185";"BEdT 238,002";"-";"Eranbaut pros do(n)na daut/lignagne";"095 vA";"095 vB"
"";"Scheda";"p_°G_0186";"0186";"BEdT 238,001a";"-";"Enmaenard ros asaubuda";"095 vB";"096 rA"
"";"Scheda";"p_°G_0187";"0187";"BEdT 414,001";"d(e) Rambaud e de/Jaufre.";"Segner iaufre respondez/mi suis plaz";"096 rA";"096 vA"
"";"Scheda";"p_°G_0188";"0188";"BEdT 448,001a";"-";"Dalfin respo(n)dez mi sius plaz";"096 vA";"096 vB"
"";"Scheda";"p_°G_0188a";" ";"BEdT 119,001";"-";"Baucha(n) qar mauez enseignat";"096 vB";"096 vB"
"";"Scheda";"p_°G_0189";"0189";"BEdT 119,001";"-";"Qan bona do(n)na alp(re)z uerai";"096 vB";"097 rA"
"";"Scheda";"p_°G_0189a";" ";"BEdT 448,001";"-";"Dalfin pos ta(n) auez enpres.";"097 rA";"097 rA"
"";"Scheda";"p_°G_0190";"0190";"BEdT 449,004";"-";"Segner bertra(n) us caualers/preisaz";"097 rA";"097 rB"
"";"Scheda";"p_°G_0191";"0191";"BEdT 025,001a";"-";"Bernard d(e)labartal chausit";"097 rB";"097 vB"
"";"Scheda";"p_°G_0192";"0192";"BEdT 218,001";"-";"Neble chausez lameillor";"097 vB";"098 rA"
"";"Scheda";"p_°G_0193";"0193";"BEdT 236,008";"-";"Segner nymbert digaz uo/stre scie(n)za";"098 rB 01";"098 vA"
"";"Scheda";"p_°G_0194";"0194";"BEdT 010,003";"d(e) Naim(er)ic/edalbertet";"Alb(e)tet chausez alu(ost)re sen";"098 vA";"098 vB"
"";"Scheda";"p_°G_0195";"0195";"BEdT 194,002";"-";"Aram digaz u(ost)re senbla(n)";"098 vB";"099 rA"
"";"Scheda";"p_°G_0196";"0196";"BEdT 384,001";"-";"Sauarics eus d(e)man";"099 rA";"099 vB"
"";"Scheda";"p_°G_0197";"0197";"BEdT 392,029";"d(e) Ra(n)baut/ed(e) coine.";"Segner coine ioie ep(re)z (et) amo(r)s<.>";"099 vB";"100 rA"
"";"Scheda";"p_°G_0198";"0198";"BEdT 194,016";"-";"Nebles puois endeptaz";"100 rA";"100 rB"
"";"Scheda";"p_°G_0199";"0199";"BEdT 192,005";"-";"Segner coine saber uolria";"100 rB";"100 rB"
"";"Scheda";"p_°G_0200";"0200";"BEdT 088,002";"-";"Jausbert razon ai adreicha";"100 rB";"100 vB"
"";"Scheda";"p_°G_0201";"0201";"BEdT 323,004";"-";"Amic b(er)nard delue(n)tadorn<.>";"100 vB";"101 rB"
"";"Scheda";"p_°G_0202";"0202";"BEdT 106,002";"Cadenet.";"Ai cu(n) dona ric corage<.>";"101 rB";"101 vB"
"";"Scheda";"p_°G_0203";"0203";"BEdT 106,022";"ide(m)";"Sieu pogues ma uolu(n)tat";"101 vB";"102 rB"
"";"Scheda";"p_°G_0204";"0204";"BEdT 106,014";"-";"Eu sui tan cortesa gaita";"102 rB";"102 vA"
"";"Scheda";"p_°G_0205";"0205";"BEdT 372,002";"-";"Anc mais nuls hom n(o) fo apo / deraz";"102 vA";"103 rA"
"";"Scheda";"p_°G_0206";"0206";"BEdT 372,003";"372";"Ara agues eu .M. marcs d(e) / fin argen";"103 rA";"103 vA"
"";"Scheda";"p_°G_0207";"0207";"BEdT 173,002";"Moge d(e) pocibot.";"Bes cuidet ueniar amors";"103 vA";"104 rB"
"";"Scheda";"p_°G_0208";"0208";"BEdT 173,014";"ide(m)";"Una gra(n)z amor corals";"104 rA";"104 vA"
"";"Scheda";"p_°G_0209";"0209";"BEdT 173,011";"ide(m).";"Seu anc dis clama(n)s";"104 vA";"105 rB"
"";"Scheda";"p_°G_0210";"0210";"BEdT 173,006";"ide(m).";"Merces ecausimenz";"105 rB";"105 vB"
"";"Scheda";"p_°G_0211";"0211";"BEdT 173,003";"-";"Car nomabelis solaz";"105 vB";"106 rB"
"";"Scheda";"p_°G_0212";"0212";"BEdT 344,004";"-";"Nom fai cha(n)tar amors ni / drudaria";"106 rB";"106 vB"
"";"Scheda";"p_°G_0213";"0213";"BEdT 344,003";"-";"Enaqest gai sonet laugier<.>";"106 vB";"107 rB"
"";"Scheda";"p_°G_0214";"0214";"BEdT 081,001";"B(er)tram d(e) born.";"Can uei lote(n)ps renouelar";"107 rB";"107 vA"
"";"Scheda";"p_°G_0215";"0215";"BEdT 080,010";"-";"Cel qi cania bon p(er)meillor";"107 vA";"108 rB"
"";"Scheda";"p_°G_0216";"0216";"BEdT 080,021";"-";"Ges nomi desconort";"108 rB";"108 vB"
"";"Scheda";"p_°G_0217";"0217";"BEdT 326,001";"-";"Tot fra(n)cham(en) do(n)na ue(n)c/denan uos";"108 vB";"109 rB"
"";"Scheda";"p_°G_0218";"0218";"BEdT 132,001";"-";"Amors be(n) mauez te(n)gut<.>";"109 rB";"109 vB"
"";"Scheda";"p_°G_0219";"0219";"BEdT 132,004a";"-";"Ben fui conoisenz amo(n) / dan";"109 vB";"110 rA"
"";"Scheda";"p_°G_0220";"0220";"BEdT 236,009";"-";"Simos fis cors fos defer<.>";"110 rA";"110 vA"
"";"Scheda";"p_°G_0221";"0221";"BEdT 236,005";"Guielm da lator.";"Plus qelas do(n)nas q(e) auc dir";"110 vA";"111 rA"
"";"Scheda";"p_°G_0222";"0222";"BEdT 236,004";"-";"Ges cil qis blasmo(n) damor";"111 rA";"111 rB"
"";"Scheda";"p_°G_0223";"0223";"BEdT 236,007";"-";"Qui sap suffre(n)z esp(er)ar";"111 vA";"111 vB"
"";"Scheda";"p_°G_0224";"0224";"BEdT 236,006";"-";"Qan hom reg(na) u(e) celui falsamet";"112 rA";"112 rB"
"";"Scheda";"p_°G_0225";"0225";"BEdT 173,012";"-";"Seu uos uoill tange(n) lausar";"112 rB";"112 vB"
"";"Scheda";"p_°G_0226";"0226";"BEdT 273,001";"-";"Sira damor te(n)gues home iause(n)";"112 vB";"113 rA"
"";"Scheda";"p_°G_0227";"0227";"BEdT 223,003";"-";"Enaissim p(re)n cofai alpescador";"113 rB";"113 vA"
"";"Scheda";"p_°G_0228";"0228";"BEdT 172,001";"-";"Uren uers p(er)cho q(e) mei(n)z i(n)poi(n)g";"113 vA";"114 rA"
"";"Scheda";"p_°G_0229";"0229";"BEdT 046,002";"-";"Acha(n)tar mer daqo qe(n) nouolria";"114 rA";"114 rB"
"";"Scheda";"p_°G_0230";"0230";"BEdT 375,008";"-";"Inhonor delpaire enq(i) es";"114 rB";"115 rA"
"";"Scheda";"p_°G_0230a";"0230bis";"BEdT 375,022";"-";"O qom pl(us) uol epl(us) es volu(n)tos";"115 rA";"115 rA"
"";"Scheda";"p_°G_0231";"0231";"BEdT 293,015";"-";"Cortesam(en) uoil com(en)sar";"115 rA";"115 rB"
"";"Scheda";"p_°G_0232";"0232";"BEdT 392,003";"-";"Ara pod hom conois(er) eprouar";"115 rB";"115 vB"
"";"Scheda";"p_°G_0233";"0233";"BEdT 156,010";"-";"Can mi sui ben ape(n)saz<.>";"116 rA 01";"116 rB"
"";"Scheda";"p_°G_0234";"0234";"BEdT 030,VI";"Arnaud d(e) Miroill.";"Razos es e mezura";"116 vA";"118 vA"
"";"Scheda";"p_°G_0235";"0235";"BEdT 030,III";"Narnaut d(e) Miroill.";"Donna zenzer qeu no saidir";"118 vB";"120 rB"
"";"Scheda";"p_°G_0236";"0236";"BEdT 461,VI";"-";"Euaman iur ep(ro)met uos";"120 rB";"120 vA"
"";"Scheda";"p_°G_0237";"0237";"BEdT 156,I";"Ponz de capdoil.";"Dompna eu p(re)i(n)g co(n)iat d(e)uos";"120 vA";"122 rB"
"";"Scheda";"p_°G_0238";"0238";"BEdT 389,I";"Rambaut d/Uare(n)ga.";"Donna cel qeus es bos amics";"122 rB";"123 vA"
"";"Scheda";"p_°G_0239";"0239";"BEdT 163,I";"-";"Elt(er)mini d(e)stiu";"123 vA";"127 vB"
"";"Scheda";"p_°G_0240@";"0240@";"BEdT 026a,I";"-";"Dinç un u(er)cer d(e)mur s(er)at";"127 vB";"128 vA"
"";"Scheda";"p_°G_0241@";"0241@";"BEdT 097,003";"-";"Enpellicer chausez d(e)tres lairos";"128 vA";"128 vA"
"";"Scheda";"p_°G_0242@";"0242@";"BEdT 461,241";"-";"Ufotaires qe no fo amoros<.>";"128 vA";"128 vA"
"";"Scheda";"p_°G_0243";"0243";"BEdT 461,130";"-";"Ges li poder nos pa(r)to(n) p(er)egal<.>";"129 rA 01";"129 rA"
"";"Scheda";"p_°G_0243a";"0243a";"BEdT 461,032";"-";"Altreta(n)t leu pot hom acortesia";"129 rA";"129 rA"
"";"Scheda";"p_°G_0244";"0244";"BEdT 461,214";"-";"Qui uol (con)qerer p(re)z u(er)ais";"129 rA";"129 rB"
